attendee_id,direction,routes_used
A04733,departure,"['Amsterdam Centraal <-> Frankfurt (M) Hbf ICE100 ICE International', 'Arnhem Centraal <-> Winterswijk ST30900 Stoptrein RS32', 'Best Station - Eindhoven Station 9', 'Bocholt - Aalten C11', 'Enkhuizen <-> Maastricht IC2900 Intercity']"
A04738,departure,['Best Station - Eindhoven Station 9']
A04768,departure,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Leiden Centraal <-> Utrecht Centraal SPR5700 Sprinter']"
A04768,return,"[""'s-Hertogenbosch <-> Deurne SPR4400 Sprinter"", 'Almere Centrum <-> Utrecht Centraal SPR4900 Sprinter', 'Best Station - Eindhoven Station 9', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity']"
A04807,departure,['Best Station - Eindhoven Station 9']
A04845,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Emmen - Schoonebeek 44', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Emmen ST8000 Stoptrein RS20']"
A04849,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Groningen <-> Leeuwarden ST37400 Stoptrein RS1', 'Son - Ekkersrijt - Eindhoven Station 406']"
A04851,departure,['Best Station - Eindhoven Station 9']
A04877,departure,"['Bad Nieuweschans <-> Groningen ST37500 Stoptrein RS6', 'Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Winschoten - Veendam 23']"
A04920,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Meppel - Hoogeveen 32', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Groningen SPR6100 Sprinter']"
A05101,departure,"['Den Haag Centraal <-> Eindhoven Centraal IC1100 Intercity', 'Hulst - Goes 20', 'Son - Ekkersrijt - Eindhoven Station 406', 'Vlissingen <-> Amsterdam Centraal IC2200 Intercity']"
A05103,departure,"['Alkmaar Station -  Egmond aan Zee Busstation 165', 'Den Helder <-> Nijmegen IC3000 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A05124,departure,"['Buurtbus Tuitjenhorn - Schagen Station 411', 'Den Helder <-> Nijmegen IC3000 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A05247,departure,['Best Station - Eindhoven Station 9']
A05249,departure,['Best Station - Eindhoven Station 9']
A05249,return,['Best Station - Eindhoven Station 9']
A05257,departure,"[""'s-Gravenzande via Naaldwijk en Delft - Zoetermeer 455"", 'Den Haag Centraal <-> Eindhoven Centraal IC1100 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A05388,departure,['Best Station - Eindhoven Station 9']
A05412,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Hoogeveen - Meppel 34', 'Son - Ekkersrijt - Eindhoven Station 406']"
A05467,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Kampen SPR8500 Sprinter RS22']"
A05475,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Groningen <-> Leeuwarden ST37400 Stoptrein RS1', 'Jouswier - Buitenpost Station 7413', 'Son - Ekkersrijt - Eindhoven Station 406']"
A05485,departure,['Best Station - Eindhoven Station 9']
A05488,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A05494,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Mijdrecht - Amsterdam Bijlmer 126', 'Son - Ekkersrijt - Eindhoven Station 406']"
A05508,departure,['Best Station - Eindhoven Station 9']
A05574,departure,['Best Station - Eindhoven Station 9']
A05574,return,['Best Station - Eindhoven Station 9']
A05581,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Emmen - Groningen 300', 'Exloo - Gieten 59', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Emmen ST8000 Stoptrein RS20']"
A05676,departure,['Best Station - Eindhoven Station 9']
A05844,departure,['Best Station - Eindhoven Station 9']
A05844,return,['Best Station - Eindhoven Station 9']
A05872,departure,['Best Station - Eindhoven Station 9']
A05872,return,['Best Station - Eindhoven Station 9']
A05897,departure,"['Den Haag Centraal <-> Nijmegen IC3100 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Station Ede-Wageningen - Putten 107']"
A05898,return,"['Best Station - Eindhoven Station 9', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity', 'Stavenisse - Bergen op Zoom 108', 'Tilburg Universiteit <-> Weert SPR6400 Sprinter', 'Vlissingen <-> Amsterdam Centraal IC2200 Intercity']"
A05931,departure,['Best Station - Eindhoven Station 9']
A05976,departure,['Best Station - Eindhoven Station 9']
A06014,departure,['Best Station - Eindhoven Station 9']
A06014,return,['Best Station - Eindhoven Station 9']
A06040,departure,"['Best Station - Eindhoven Station 9', 'Breda <-> Amersfoort Schothorst ICD1800 Intercity direct', 'Den Haag Centraal <-> Lelystad Centrum SPR4300 Sprinter', 'Tilburg Universiteit <-> Weert SPR6400 Sprinter', 'Vlissingen <-> Amsterdam Centraal IC2200 Intercity', 'Zwolle <-> Roosendaal IC3600 Intercity']"
A06046,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Wolvega - Noordwolde - Steenwijk 217']"
A06058,departure,"['Delfzijl - Appingedam - Groningen - P+R Haren 6', 'Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A06076,departure,['Best Station - Eindhoven Station 9']
A06076,return,['Best Station - Eindhoven Station 9']
A06081,departure,['Best Station - Eindhoven Station 9']
A06213,departure,['Best Station - Eindhoven Station 9']
A06213,return,['Best Station - Eindhoven Station 9']
A06260,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Meppel - Zwolle 40', 'Schiphol Airport <-> Leeuwarden IC800 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A06325,departure,"['Apeldoorn - Zwolle 304', 'Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A06344,departure,['Best Station - Eindhoven Station 9']
A06352,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Hoogeveen - Emmen 27', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Emmen ST8000 Stoptrein RS20']"
A06426,departure,"['Almere Centrum <-> Utrecht Centraal SPR4900 Sprinter', 'Dordrecht <-> Venlo IC3500 Intercity', 'Mijdrecht - Hilversum 121', 'Son - Ekkersrijt - Eindhoven Station 406']"
A06461,departure,['Best Station - Eindhoven Station 9']
A06461,return,['Best Station - Eindhoven Station 9']
A06471,departure,['Best Station - Eindhoven Station 9']
A06492,departure,['Best Station - Eindhoven Station 9']
A06492,return,['Best Station - Eindhoven Station 9']
A06514,departure,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Heerlen IC3900 Intercity', 'Roermond via Herkenbosch - Roermond. 62']"
A06556,departure,['Best Station - Eindhoven Station 9']
A06568,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A06568,return,['Best Station - Eindhoven Station 9']
A06618,departure,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Haarlem Station - Zandvoort Station 84', 'Vlissingen <-> Amsterdam Centraal IC2200 Intercity']"
A06640,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A06640,return,['Best Station - Eindhoven Station 9']
A06665,return,['Best Station - Eindhoven Station 9']
A06674,departure,"['Apeldoorn - Zwolle 304', 'Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A06707,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Leeuwarden - Surhuisterveen - Drachten 13', 'Son - Ekkersrijt - Eindhoven Station 406']"
A06708,departure,"['Den Haag Centraal <-> Eindhoven Centraal IC1100 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'lijn B']"
A06737,departure,['Best Station - Eindhoven Station 9']
A06746,departure,['Best Station - Eindhoven Station 9']
A06769,departure,"['Alkmaar - Afsluitdijk - Leeuwarden 350', 'Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Hoorn Station - Den Helder Station via Den Oever 135']"
A06810,departure,"['Best Station - Eindhoven Station 9', 'Breda <-> Amersfoort Schothorst ICD1800 Intercity direct', 'Tilburg Universiteit <-> Weert SPR6400 Sprinter', 'Zwolle <-> Roosendaal IC3600 Intercity', 'lijn E']"
A06960,departure,"['Eindhoven Achtse Barrier - Station 405', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Lijn 50']"
A06960,return,"[""'s-Hertogenbosch <-> Deurne SPR4400 Sprinter"", 'Best Station - Eindhoven Station 9', 'Lijn 281 N81', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity', 'Nachtnettrein Utrecht Centraal <-> Rotterdam Centraal Intercity']"
A06966,departure,"['Den Helder <-> Nijmegen IC3000 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A06966,return,"['Best Station - Eindhoven Station 9', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity']"
A07040,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A07056,departure,"['Arnhem Centraal <-> Dordrecht SPR6600 Sprinter', 'Den Haag Centraal <-> Eindhoven Centraal IC1100 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A07076,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A07081,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Emmen - Emmercompascuum - Zwartemeer 92', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Emmen S3800 Sneltrein RE20']"
A07198,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A07198,return,['Best Station - Eindhoven Station 9']
A07212,departure,"['Best Station - Eindhoven Station 9', 'Breda <-> Amersfoort Schothorst ICD1800 Intercity direct', 'Haarlem Station - Amsterdam Bijlmer ArenA 300', 'Tilburg Universiteit <-> Weert SPR6400 Sprinter', 'Zwolle <-> Roosendaal IC3600 Intercity']"
A07212,return,"['Best Station - Eindhoven Station 9', 'IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA N30', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity', 'Nachtnettrein Utrecht Centraal <-> Rotterdam Centraal Intercity']"
A07217,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Emmeloord - Heerenveen - Groningen 315', 'Son - Ekkersrijt - Eindhoven Station 406']"
A07288,departure,"['Best Station - Eindhoven Station 9', 'Den Haag Centraal <-> Enschede IC1700 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Oldenzaal via Ootmarsum - Almelo 64']"
A07335,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwartsluis - Oldemarkt 70']"
A07340,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Groningen <-> Roodeschool ST37600 Stoptrein RS4', 'Schiphol Airport <-> Groningen IC700 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Winsum - Leens 68']"
A07459,departure,"['Assen - Dieverbrug - Steenwijk 20', 'Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A07469,departure,"['Best Station - Eindhoven Station 9', 'Breda <-> Amersfoort Schothorst ICD1800 Intercity direct', 'Middelburg - Oude Tonge 133', 'Ouddorp - Rotterdam Zuidplein 436', 'Tilburg Universiteit <-> Weert SPR6400 Sprinter', 'Zwolle <-> Roosendaal IC3600 Intercity', 'lijn E']"
A07496,departure,['Best Station - Eindhoven Station 9']
A07558,departure,"[""Den Haag Centraal <-> 's-Hertogenbosch SPR6000 Sprinter"", 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A07607,departure,"['Den Haag Centraal <-> Eindhoven Centraal IC1100 Intercity', 'Rockanje via Brielle - Spijkenisse 403', 'Son - Ekkersrijt - Eindhoven Station 406', 'lijn D']"
A07692,departure,['Best Station - Eindhoven Station 9']
A07755,departure,"['Assen - Dieverbrug - Steenwijk 20', 'Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A07764,departure,"['Amersfoort - Veenendaal-De Klomp 80', 'Best Station - Eindhoven Station 9', 'Den Haag Centraal <-> Nijmegen IC3100 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity']"
A07773,departure,"['Enkhuizen <-> Heerlen IC3900 Intercity', 'Kerkrade Centrum <-> Maastricht Randwyck ST32000 Stoptrein RS18', 'Son - Ekkersrijt - Eindhoven Station 406']"
A07821,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A07943,departure,['Best Station - Eindhoven Station 9']
A07956,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Groningen <-> Roodeschool ST37600 Stoptrein RS4', 'Schiphol Airport <-> Groningen IC700 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A07977,departure,"['Breukelen <-> Rhenen SPR7300 Sprinter', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A08030,departure,"['Best Station - Eindhoven Station 9', 'Den Haag Centraal <-> Enschede IC1700 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Oldenzaal via Ootmarsum - Almelo 64', 'Zutphen <-> Oldenzaal ST31200 Stoptrein RS24']"
A08066,departure,"['Den Haag Centraal <-> Nijmegen IC3100 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Lijn 25', 'Son - Ekkersrijt - Eindhoven Station 406']"
A08091,departure,['Best Station - Eindhoven Station 9']
A08091,return,['Best Station - Eindhoven Station 9']
A08160,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Drachten - Oosterwolde - Assen 380', 'Schiphol Airport <-> Groningen IC700 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A08188,departure,"['Almelo <-> Hardenberg ST31000 Stoptrein RS21', 'Den Haag Centraal <-> Enschede IC1700 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A08195,departure,"[""Den Haag Centraal <-> 's-Hertogenbosch SPR6000 Sprinter"", 'Dordrecht <-> Venlo IC3500 Intercity', 'Leiden Centraal <-> Tiel SPR6700 Sprinter', 'Son - Ekkersrijt - Eindhoven Station 406', 'Tiel <-> Arnhem Centraal ST31100 Stoptrein RS33']"
A08206,departure,['Best Station - Eindhoven Station 9']
A08206,return,['Best Station - Eindhoven Station 9']
A08220,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Drachten - Haulerwijk - Assen 84', 'Schiphol Airport <-> Groningen IC700 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A08287,departure,"['Best Station - Eindhoven Station 9', 'Stavenisse - Bergen op Zoom 108', 'Tilburg Universiteit <-> Weert SPR6400 Sprinter', 'Vlissingen <-> Amsterdam Centraal IC2200 Intercity', 'Zwolle <-> Roosendaal IC3600 Intercity']"
A08353,departure,"['Den Haag Centraal <-> Enschede IC1700 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Hengelo - Eibergen 53', 'Son - Ekkersrijt - Eindhoven Station 406']"
A08436,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A08539,departure,"['Enkhuizen <-> Maastricht IC2900 Intercity', 'Monnickendam via Purmerend - Amsterdam Sloterdijk 103', 'Son - Ekkersrijt - Eindhoven Station 406']"
A08569,return,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Nieuw-Vennep P+R Getsewoud Zuid - Amsterdam CS N97']"
A08570,departure,['Best Station - Eindhoven Station 9']
A08637,departure,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Nijmegen <-> Roermond ST32200 Stoptrein RS11', 'Venlo via Reuver - Roermond 66']"
A08668,departure,"['Enkhuizen <-> Maastricht IC2900 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A08683,departure,['Best Station - Eindhoven Station 9']
A08698,departure,['Best Station - Eindhoven Station 9']
A08698,return,['Best Station - Eindhoven Station 9']
A08786,departure,"['Enkhuizen <-> Maastricht IC2900 Intercity', 'Maastricht Station - Kanne (B) 13', 'Son - Ekkersrijt - Eindhoven Station 406']"
A08797,departure,['Best Station - Eindhoven Station 9']
A08832,departure,"['Den Haag Centraal <-> Enschede IC1700 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Enschede <-> Dortmund Hbf ST20200 Stoptrein', 'Son - Ekkersrijt - Eindhoven Station 406']"
A08849,departure,['Best Station - Eindhoven Station 9']
A08875,departure,['Best Station - Eindhoven Station 9']
A08889,departure,"['Den Helder <-> Nijmegen IC3000 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A08930,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Leeuwarden - Drachten - Heerenveen 20', 'Rottevalle - Drachten Carpool Noord 6161', 'Schiphol Airport <-> Leeuwarden IC800 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A08976,departure,"['Bad Nieuweschans <-> Groningen ST37500 Stoptrein RS6', 'Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Winschoten - Bellingwolde (- Bad Nieuweschans) 12']"
A09004,departure,"['Assen - Dieverbrug - Steenwijk 20', 'Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A09064,departure,"['Breukelen <-> Rhenen SPR7300 Sprinter', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'U-link Utrecht - Wageningen / Veenendaal 50']"
A09064,return,"['Best Station - Eindhoven Station 9', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity', 'Utrecht - Wageningen N8']"
A09070,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Firdgum - Franeker Station 7943', 'Leeuwarden <-> Harlingen Haven ST37200 Stoptrein RS2', 'Son - Ekkersrijt - Eindhoven Station 406']"
A09139,departure,"['Best Station - Eindhoven Station 9', 'Den Haag Centraal <-> Enschede IC1700 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Overdinkel - Enschede 61']"
A09206,departure,"['Den Haag - Lansingerland - Rotterdam Capelsebrug 383', ""Den Haag Centraal <-> 's-Hertogenbosch SPR6000 Sprinter"", 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A09223,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A09373,departure,['Best Station - Eindhoven Station 9']
A09373,return,['Best Station - Eindhoven Station 9']
A09436,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A09436,return,['Best Station - Eindhoven Station 9']
A09531,departure,"['Best Station - Eindhoven Station 9', 'Den Haag Centraal <-> Enschede IC1700 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Oldenzaal via Ootmarsum - Almelo 64']"
A09608,departure,"['Best Station - Eindhoven Station 9', 'Den Haag Centraal <-> Enschede IC1700 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Nunspeet - Apeldoorn 112']"
A09611,departure,['Best Station - Eindhoven Station 9']
A09611,return,['Best Station - Eindhoven Station 9']
A09629,departure,['Best Station - Eindhoven Station 9']
A09629,return,['Best Station - Eindhoven Station 9']
A09653,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A09653,return,['Best Station - Eindhoven Station 9']
A09745,departure,"['Den Haag Centraal <-> Eindhoven Centraal IC1100 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'lijn D']"
A09818,departure,"['Den Haag Centraal <-> Enschede IC1700 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Oldenzaal - Enschede 60', 'Son - Ekkersrijt - Eindhoven Station 406']"
A09870,departure,['Best Station - Eindhoven Station 9']
A09911,departure,['Best Station - Eindhoven Station 9']
A09927,departure,['Best Station - Eindhoven Station 9']
A09927,return,['Best Station - Eindhoven Station 9']
A10040,departure,['Best Station - Eindhoven Station 9']
A10102,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A10134,departure,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Vlissingen <-> Amsterdam Centraal IC2200 Intercity', 'Zandvoort Centrum - Amsterdam Elandsgracht 80']"
A10134,return,"['Best Station - Eindhoven Station 9', 'Lijn 282 N82', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity', 'Nachtnettrein Utrecht Centraal <-> Rotterdam Centraal Intercity', 'Zandvoort Centrum - Amsterdam Elandsgracht 80']"
A10145,departure,['Best Station - Eindhoven Station 9']
A10226,departure,"['Best Station - Eindhoven Station 9', 'Hulst - Goes 20', 'Hulst - Roosendaal 19', 'Tilburg Universiteit <-> Weert SPR6400 Sprinter', 'Zwolle <-> Roosendaal IC3600 Intercity']"
A10269,departure,"['Amsterdam Centraal <-> Den Haag Centraal IC2100 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Vogelenzang Henk Lensenlaan - Huis te Bennebroek 9']"
A10290,departure,"['Alphen a/d Rijn- Uithoorn 147', 'Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Leiden Centraal <-> Tiel SPR6700 Sprinter']"
A10342,departure,['Best Station - Eindhoven Station 9']
A10342,return,['Best Station - Eindhoven Station 9']
A10368,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A10393,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A10401,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Lauwersoog - Groningen 163', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Groningen SPR6100 Sprinter']"
A10420,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A10501,departure,"['Amsterdam Centraal <-> Hoorn SPR4800 Sprinter', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A10543,departure,"['Den Haag Centraal <-> Eindhoven Centraal IC1100 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zuidplein - Portland 82', 'lijn D']"
A10558,departure,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Heerlen IC3900 Intercity', 'Sittard Station via Baandert - Kemperkoul 1']"
A10564,departure,['Best Station - Eindhoven Station 9']
A10612,departure,"['Best Station - Eindhoven Station 9', 'Beverwaard - Rotterdam Centraal 3', 'Breda <-> Amersfoort Schothorst ICD1800 Intercity direct', 'Tilburg Universiteit <-> Weert SPR6400 Sprinter', 'Zwolle <-> Roosendaal IC3600 Intercity']"
A10622,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zernike - HS - Martini - Eelde 9']"
A10689,departure,['Best Station - Eindhoven Station 9']
A10734,departure,['Best Station - Eindhoven Station 9']
A10734,return,['Best Station - Eindhoven Station 9']
A10757,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Lauwersoog - Dokkum - Leeuwarden 51', 'Son - Ekkersrijt - Eindhoven Station 406']"
A10759,departure,['Best Station - Eindhoven Station 9']
A10759,return,['Best Station - Eindhoven Station 9']
A10814,departure,['Best Station - Eindhoven Station 9']
A10814,return,['Best Station - Eindhoven Station 9']
A10832,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A10832,return,['Best Station - Eindhoven Station 9']
