attendee_id,direction,trip_option,leg1_mode,leg1_length,leg1_duration,leg2_mode,leg2_length,leg2_duration,leg3_mode,leg3_length,leg3_duration,leg4_mode,leg4_length,leg4_duration,leg5_mode,leg5_length,leg5_duration,leg6_mode,leg6_length,leg6_duration,leg7_mode,leg7_length,leg7_duration,leg8_mode,leg8_length,leg8_duration,leg9_mode,leg9_length,leg9_duration,leg10_mode,leg10_length,leg10_duration,leg11_mode,leg11_length,leg11_duration,leg12_mode,leg12_length,leg12_duration,leg13_mode,leg13_length,leg13_duration,total_duration,total_length,leg1_carbon,leg2_carbon,leg3_carbon,leg4_carbon,leg5_carbon,leg6_carbon,leg7_carbon,leg8_carbon,leg9_carbon,leg10_carbon,leg11_carbon,leg12_carbon,leg13_carbon,calculated_total_carbon_footprint,leg1_cost,leg2_cost,leg3_cost,leg4_cost,leg5_cost,leg6_cost,leg7_cost,leg8_cost,leg9_cost,leg10_cost,leg11_cost,leg12_cost,leg13_cost,calculated_total_cost
A00051,dep,1,WALK,6.91105,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.4,6.91105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00052,dep,1,WALK,2.42179,30.78333333333333,BUS,5.26608,8.0,WALK,0.08066,1.2,BUS,31.23744,27.0,WALK,0.132,2.05,RAIL,75.00341,57.0,WALK,0.16293,2.45,RAIL,87.86362,50.0,WALK,0.19712,2.933333333333333,RAIL,80.00296,49.0,WALK,0.45775,6.15,BUS,7.16484,17.0,WALK,2.39898,30.766666666666666,284.3333333333333,292.38958,0.0,552.9384,0.0,3279.9312,0.0,3075.13981,0.0,3602.4084199999998,0.0,3280.12136,0.0,752.3081999999999,0.0,14542.847389999999,0.0,1.053216,0.0,6.247488000000001,0.0,11.2505115,0.0,13.179542999999999,0.0,12.000444,0.0,1.432968,0.0,45.164170500000004
A00053,dep,2,WALK,1.03435,13.233333333333333,BUS,30.28298,42.13333333333333,WALK,0.24878,3.966666666666667,RAIL,81.63217999999999,47.0,WALK,0.2566,3.216666666666667,RAIL,21.83171,17.0,WALK,0.31374,4.516666666666667,BUS,4.659020000000001,9.0,WALK,1.7693,22.8,,,,,,,,,,,,,162.8666666666667,142.02865999999997,0.0,3179.7129,0.0,3346.91938,0.0,895.1001100000001,0.0,489.1971000000001,0.0,0.0,0.0,0.0,0.0,7910.92949,0.0,6.056596,0.0,12.244826999999999,0.0,3.2747565,0.0,0.9318040000000002,0.0,0.0,0.0,0.0,0.0,22.507983499999998
A00054,dep,1,BICYCLE,22.40831,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.1,22.40831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00055,dep,1,WALK,11.07714,142.56666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.56666666666666,11.07714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00056,dep,1,WALK,6.99474,89.93333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.93333333333334,6.99474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00057,dep,1,WALK,2.16248,28.016666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.016666666666666,2.16248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00058,dep,1,WALK,13.68624,175.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.3,13.68624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00059,dep,1,BICYCLE,49.09332,171.16666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.16666666666666,49.09332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00060,dep,1,CAR,142.87807999999998,98.73333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.73333333333332,142.87807999999998,27432.59136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27432.59136,60.72318399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.72318399999999
A00061,dep,1,CAR,274.7507,171.98333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.98333333333332,274.7507,52752.134399999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52752.134399999995,116.7690475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.7690475
A00062,dep,4,WALK,1.71391,21.916666666666668,BUS,19.50464,24.0,WALK,0.15002,2.5166666666666666,RAIL,92.30199,65.0,WALK,0.2566,3.216666666666667,RAIL,21.83171,17.0,WALK,0.31374,4.516666666666667,BUS,4.659020000000001,9.0,WALK,1.7693,22.8,,,,,,,,,,,,,169.9666666666667,142.50092999999998,0.0,2047.9871999999998,0.0,3784.38159,0.0,895.1001100000001,0.0,489.1971000000001,0.0,0.0,0.0,0.0,0.0,7216.666,0.0,3.900928,0.0,13.8452985,0.0,3.2747565,0.0,0.9318040000000002,0.0,0.0,0.0,0.0,0.0,21.952786999999997
A00063,dep,1,CAR,147.27297000000002,92.38333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.38333333333334,147.27297000000002,28276.410240000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28276.410240000005,62.591012250000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.591012250000006
A00064,dep,4,WALK,2.4747,31.816666666666663,BUS,0.41,2.1,WALK,1.4450999999999998,18.83333333333333,RAIL,89.79360000000001,59.0,RAIL,26.52839,20.0,WALK,0.3326,4.85,BUS,4.659020000000001,9.0,WALK,1.7693,22.8,,,,,,,,,,,,,,,,168.4,127.41271000000002,0.0,43.05,0.0,3681.5376000000006,1087.66399,0.0,489.1971000000001,0.0,0.0,0.0,0.0,0.0,0.0,5301.448690000001,0.0,0.082,0.0,13.469040000000001,3.9792585000000003,0.0,0.9318040000000002,0.0,0.0,0.0,0.0,0.0,0.0,18.4621025
A00065,dep,2,WALK,2.83416,36.61666666666667,BUS,34.263040000000004,50.0,WALK,0.27055,3.9166666666666665,RAIL,58.30546,38.0,WALK,0.45792,6.15,BUS,7.16484,17.0,WALK,2.39898,30.766666666666666,,,,,,,,,,,,,,,,,,,182.45000000000005,105.69495,0.0,3597.6192000000005,0.0,2390.52386,0.0,752.3081999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6740.45126,0.0,6.852608000000001,0.0,8.745819,0.0,1.432968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.031395
A00066,dep,1,WALK,7.48762,94.73333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.73333333333332,7.48762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00067,dep,1,BICYCLE,52.35515,179.76666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.76666666666668,52.35515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00068,dep,1,BICYCLE,25.464,89.53333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.53333333333333,25.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00069,dep,1,BICYCLE,26.31227,92.03333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.03333333333332,26.31227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00070,dep,1,CAR,206.86097,133.56666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.56666666666666,206.86097,39717.306240000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39717.306240000005,87.91591225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.91591225
A00071,dep,1,CAR,85.02651,58.31666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.31666666666667,85.02651,16325.08992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16325.08992,36.13626675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.13626675
A00072,dep,1,BICYCLE,31.81724,111.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.8,31.81724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00073,dep,1,BICYCLE,16.11616,57.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.05,16.11616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00074,dep,1,BICYCLE,19.36065,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,19.36065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00075,dep,1,BICYCLE,31.25773,111.23333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.23333333333332,31.25773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00076,dep,1,BICYCLE,46.89221,160.48333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.48333333333332,46.89221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00077,dep,1,CAR,97.69974,67.13333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.13333333333334,97.69974,18758.35008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18758.35008,41.5223895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5223895
A00078,dep,4,WALK,1.66704,21.3,RAIL,52.00919,55.0,WALK,0.09755,1.5666666666666669,RAIL,61.79498,43.0,WALK,0.28318,3.783333333333333,RAIL,21.83171,17.0,WALK,0.31374,4.516666666666667,BUS,4.659020000000001,9.0,WALK,1.7693,22.8,,,,,,,,,,,,,177.96666666666667,144.42570999999998,0.0,2132.37679,0.0,2533.59418,0.0,895.1001100000001,0.0,489.1971000000001,0.0,0.0,0.0,0.0,0.0,6050.268180000001,0.0,7.801378499999999,0.0,9.269247,0.0,3.2747565,0.0,0.9318040000000002,0.0,0.0,0.0,0.0,0.0,21.277185999999997
A00079,dep,1,CAR,153.23398,98.33333333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.33333333333331,153.23398,29420.924160000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29420.924160000002,65.1244415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.1244415
A00080,dep,1,CAR,150.28893,105.01666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.01666666666668,150.28893,28855.47456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28855.47456,63.872795249999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.872795249999996
A00081,dep,1,WALK,1.49325,19.1,BUS,10.76954,22.933333333333334,WALK,0.2179,3.3,RAIL,10.57974,8.0,WALK,0.22184,3.1333333333333333,RAIL,80.00296,49.0,WALK,0.45775,6.15,BUS,7.16484,17.0,WALK,2.39898,30.766666666666666,,,,,,,,,,,,,159.38333333333333,113.3068,0.0,1130.8017,0.0,433.76933999999994,0.0,3280.12136,0.0,752.3081999999999,0.0,0.0,0.0,0.0,0.0,5597.000599999999,0.0,2.153908,0.0,1.5869609999999998,0.0,12.000444,0.0,1.432968,0.0,0.0,0.0,0.0,0.0,17.174281
A00082,dep,1,CAR,226.71145,139.88333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.88333333333333,226.71145,43528.5984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43528.5984,96.35236625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.35236625
A00083,dep,1,BICYCLE,27.6784,96.23333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.23333333333332,27.6784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00084,dep,1,CAR,252.60292,157.26666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.26666666666668,252.60292,48499.76064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48499.76064,107.356241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.356241
A00085,dep,1,CAR,164.14641,105.13333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.13333333333334,164.14641,31516.11072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31516.11072,69.76222425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.76222425
A00086,dep,1,WALK,3.49999,45.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.05,3.49999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00087,dep,1,BICYCLE,44.1002,154.66666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.66666666666666,44.1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00088,dep,1,WALK,9.64125,121.78333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.78333333333332,9.64125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00089,dep,1,WALK,1.82233,23.666666666666668,RAIL,16.887150000000002,13.0,WALK,0.34812,4.5,RAIL,91.34113,68.0,WALK,0.2214799999999999,3.0166666666666666,RAIL,32.07784,19.0,WALK,0.45775,6.15,BUS,9.7371,17.0,WALK,1.77009,22.8,,,,,,,,,,,,,177.13333333333335,154.66299000000004,0.0,692.3731500000001,0.0,3744.98633,0.0,1315.19144,0.0,1022.3955,0.0,0.0,0.0,0.0,0.0,6774.946419999999,0.0,2.5330725000000003,0.0,13.7011695,0.0,4.811676,0.0,1.9474200000000002,0.0,0.0,0.0,0.0,0.0,22.993338
A00090,dep,1,BICYCLE,64.21099,225.06666666666663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.06666666666663,64.21099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00091,dep,1,WALK,14.31551,181.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.6,14.31551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00092,dep,2,WALK,2.8351,37.266666666666666,RAIL,77.30018,49.0,WALK,0.2566,3.216666666666667,RAIL,21.83171,17.0,WALK,0.31374,4.516666666666667,BUS,4.659020000000001,9.0,WALK,1.7693,22.8,,,,,,,,,,,,,,,,,,,142.8,108.96565,0.0,3169.3073799999997,0.0,895.1001100000001,0.0,489.1971000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4553.60459,0.0,11.595027,0.0,3.2747565,0.0,0.9318040000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8015875
A00093,dep,1,WALK,6.82644,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.8,6.82644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00094,dep,3,WALK,1.7008599999999998,21.916666666666668,RAIL,116.77053,90.0,WALK,0.28318,3.783333333333333,RAIL,21.83171,17.0,WALK,0.31374,4.516666666666667,BUS,4.659020000000001,9.0,WALK,1.7693,22.8,,,,,,,,,,,,,,,,,,,169.01666666666668,147.32833999999997,0.0,4787.59173,0.0,895.1001100000001,0.0,489.1971000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6171.888940000001,0.0,17.515579499999998,0.0,3.2747565,0.0,0.9318040000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.722139999999996
A00095,dep,1,BICYCLE,60.15513,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,60.15513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00096,dep,1,WALK,3.2508000000000004,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8,3.2508000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00097,dep,1,BICYCLE,20.72763,73.08333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.08333333333333,20.72763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00098,dep,1,CAR,208.2279,131.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.55,208.2279,39979.7568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39979.7568,88.4968575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.4968575
A00099,dep,1,WALK,0.7269500000000001,9.566666666666666,BUS,5.04605,10.0,WALK,0.19887,3.683333333333333,RAIL,52.88447,30.0,WALK,0.1784,2.533333333333333,BUS,9.7371,17.0,WALK,1.77009,22.8,,,,,,,,,,,,,,,,,,,95.58333333333331,70.54193000000001,0.0,529.83525,0.0,2168.26327,0.0,1022.3955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3720.49402,0.0,1.0092100000000002,0.0,7.9326704999999995,0.0,1.9474200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.889300500000001
A00100,dep,1,WALK,3.01655,38.88333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.88333333333333,3.01655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
